call_id,agent_id,org_id,installment_id,status,duration,created_ts,call_date
C0344,A014,O3,L1956,completed,6.42,2025-04-29T13:33:00,29/04/25
C0345,A014,O3,L1912,no_answer,6.87,2025-04-29T15:18:00,29/04/25
C0346,A014,O3,L1246,connected,13.36,2025-04-29T02:17:00,29/04/25
C0347,A014,O3,L1048,failed,8.8,2025-04-29T21:57:00,29/04/25
C0348,A015,O2,L1276,connected,9.06,2025-04-29T23:22:00,29/04/25
C0349,A015,O2,L1271,connected,12.5,2025-04-29T08:25:00,29/04/25
C0350,A015,O2,L1730,failed,6.21,2025-04-29T08:00:00,29/04/25
C0351,A015,O2,L1063,connected,4.42,2025-04-29T14:20:00,29/04/25
C0352,A015,O2,L1637,completed,12.07,2025-04-29T13:26:00,29/04/25
C0353,A015,O2,L1051,failed,13.4,2025-04-29T12:56:00,29/04/25
C0354,A015,O2,L1445,connected,14.15,2025-04-29T17:48:00,29/04/25
C0355,A015,O2,L1880,no_answer,5.58,2025-04-29T10:25:00,29/04/25
C0356,A015,O2,L1703,connected,4.88,2025-04-29T09:01:00,29/04/25
C0357,A015,O2,L1208,failed,9.93,2025-04-29T18:44:00,29/04/25
C0358,A015,O2,L1495,failed,10.92,2025-04-29T11:20:00,29/04/25
C0359,A015,O2,L1470,failed,10.71,2025-04-29T22:45:00,29/04/25
C0360,A015,O2,L1144,connected,7.59,2025-04-29T23:05:00,29/04/25
C0361,A015,O2,L1497,no_answer,1.5,2025-04-29T14:08:00,29/04/25
C0362,A015,O2,L1815,failed,7.79,2025-04-29T20:11:00,29/04/25
C0363,A015,O2,L1038,completed,11.95,2025-04-29T12:35:00,29/04/25
C0364,A015,O2,L1830,failed,14.44,2025-04-29T02:52:00,29/04/25
C0365,A015,O2,L1535,connected,10.47,2025-04-29T12:25:00,29/04/25
C0366,A015,O2,L1150,no_answer,7.17,2025-04-29T03:07:00,29/04/25
C0367,A015,O2,L1457,completed,1.13,2025-04-29T12:02:00,29/04/25
C0368,A015,O2,L1705,completed,7.63,2025-04-29T05:23:00,29/04/25
C0369,A015,O2,L1495,no_answer,12.41,2025-04-29T06:57:00,29/04/25
C0370,A015,O2,L1220,failed,8.64,2025-04-29T01:39:00,29/04/25
C0371,A015,O2,L1350,failed,1.18,2025-04-29T23:04:00,29/04/25
C0372,A015,O2,L1976,failed,8.79,2025-04-29T10:18:00,29/04/25
C0373,A015,O2,L1720,failed,14.55,2025-04-29T02:39:00,29/04/25
C0374,A015,O2,L1696,connected,7.96,2025-04-29T19:54:00,29/04/25
C0375,A015,O2,L1525,no_answer,1.2,2025-04-29T15:35:00,29/04/25
C0376,A016,O1,L1773,completed,2.83,2025-04-29T03:44:00,29/04/25
C0377,A016,O1,L1552,connected,12.15,2025-04-29T19:29:00,29/04/25
C0378,A016,O1,L1927,completed,4.29,2025-04-29T03:09:00,29/04/25
C0379,A016,O1,L1265,connected,13.62,2025-04-29T21:45:00,29/04/25
C0380,A016,O1,L1458,completed,4.58,2025-04-29T03:10:00,29/04/25
C0381,A016,O1,L1418,failed,14.06,2025-04-29T10:57:00,29/04/25
C0382,A016,O1,L1678,no_answer,5.18,2025-04-29T18:46:00,29/04/25
C0383,A016,O1,L1346,no_answer,9.14,2025-04-29T22:10:00,29/04/25
C0384,A016,O1,L1036,completed,1.61,2025-04-29T08:00:00,29/04/25
C0385,A016,O1,L1764,failed,11.94,2025-04-29T03:55:00,29/04/25
C0386,A016,O1,L1093,completed,10.57,2025-04-29T03:10:00,29/04/25
C0387,A016,O1,L1231,connected,11.09,2025-04-29T05:17:00,29/04/25
C0388,A016,O1,L1567,completed,12.85,2025-04-29T17:36:00,29/04/25
C0389,A016,O1,L1650,no_answer,2.53,2025-04-29T12:44:00,29/04/25
C0390,A016,O1,L1037,connected,9.68,2025-04-29T09:45:00,29/04/25
C0391,A016,O1,L1946,failed,5.85,2025-04-29T02:49:00,29/04/25
C0392,A016,O1,L1369,failed,4.3,2025-04-29T15:57:00,29/04/25
C0393,A016,O1,L1385,failed,10.54,2025-04-29T05:54:00,29/04/25
C0394,A016,O1,L1666,connected,1.34,2025-04-29T09:48:00,29/04/25
C0395,A016,O1,L1959,failed,13.6,2025-04-29T01:16:00,29/04/25
C0396,A016,O1,L1920,no_answer,14.9,2025-04-29T01:53:00,29/04/25
C0397,A016,O1,L1869,connected,14.79,2025-04-29T10:15:00,29/04/25
C0398,A017,O2,L1058,completed,14.55,2025-04-29T06:20:00,29/04/25
C0399,A017,O2,L1683,failed,5.89,2025-04-29T22:38:00,29/04/25
C0400,A017,O2,L1703,connected,4.95,2025-04-29T12:25:00,29/04/25
C0401,A017,O2,L1972,no_answer,4.78,2025-04-29T20:54:00,29/04/25
C0402,A017,O2,L1850,no_answer,7.68,2025-04-29T05:25:00,29/04/25
C0403,A017,O2,L1012,no_answer,1.89,2025-04-29T16:43:00,29/04/25
C0404,A017,O2,L1890,completed,1.35,2025-04-29T15:01:00,29/04/25
C0405,A017,O2,L1850,connected,9.5,2025-04-29T08:46:00,29/04/25
C0406,A017,O2,L1462,connected,8.4,2025-04-29T20:59:00,29/04/25
C0407,A017,O2,L1158,no_answer,13.02,2025-04-29T07:39:00,29/04/25
C0408,A017,O2,L1385,no_answer,11.96,2025-04-29T15:29:00,29/04/25
C0409,A017,O2,L1927,failed,0.87,2025-04-29T11:59:00,29/04/25
C0410,A017,O2,L1040,connected,12.56,2025-04-29T14:56:00,29/04/25
C0411,A017,O2,L1428,connected,0.79,2025-04-29T06:48:00,29/04/25
C0412,A017,O2,L1131,connected,6.25,2025-04-29T04:24:00,29/04/25
C0413,A017,O2,L1311,connected,11.67,2025-04-29T05:31:00,29/04/25
C0414,A017,O2,L1510,failed,14.26,2025-04-29T16:58:00,29/04/25
C0415,A017,O2,L1152,connected,0.96,2025-04-29T11:11:00,29/04/25
C0416,A017,O2,L1279,connected,0.27,2025-04-29T03:50:00,29/04/25
C0417,A017,O2,L1088,no_answer,1.85,2025-04-29T22:50:00,29/04/25
C0418,A018,O1,L1996,no_answer,14.27,2025-04-29T02:41:00,29/04/25
C0419,A018,O1,L1849,failed,11.01,2025-04-29T19:42:00,29/04/25
C0420,A018,O1,L1269,no_answer,3.26,2025-04-29T19:55:00,29/04/25
C0421,A018,O1,L1787,failed,4.44,2025-04-29T03:48:00,29/04/25
C0422,A018,O1,L1131,no_answer,7.76,2025-04-29T18:45:00,29/04/25
C0423,A018,O1,L1730,failed,0.79,2025-04-29T13:37:00,29/04/25
C0424,A018,O1,L1992,completed,13.65,2025-04-29T08:04:00,29/04/25
C0425,A018,O1,L1518,failed,3.02,2025-04-29T04:31:00,29/04/25
C0426,A018,O1,L1278,failed,12.45,2025-04-29T20:38:00,29/04/25
C0427,A018,O1,L1440,connected,14.8,2025-04-29T01:25:00,29/04/25
C0428,A018,O1,L1997,connected,0.18,2025-04-29T08:04:00,29/04/25
C0429,A018,O1,L1961,completed,12.96,2025-04-29T03:56:00,29/04/25
C0430,A018,O1,L1311,failed,10.73,2025-04-29T07:10:00,29/04/25
C0431,A018,O1,L1819,connected,12.14,2025-04-29T16:39:00,29/04/25
C0432,A018,O1,L1677,failed,3.41,2025-04-29T02:21:00,29/04/25
C0433,A018,O1,L1360,no_answer,9.18,2025-04-29T09:14:00,29/04/25
C0434,A018,O1,L1448,completed,7.73,2025-04-29T20:24:00,29/04/25
C0435,A018,O1,L1565,no_answer,7.99,2025-04-29T03:10:00,29/04/25
C0436,A018,O1,L1386,no_answer,13.47,2025-04-29T10:59:00,29/04/25
C0437,A018,O1,L1075,no_answer,4.95,2025-04-29T11:47:00,29/04/25
C0438,A018,O1,L1817,connected,4.49,2025-04-29T03:45:00,29/04/25
C0439,A018,O1,L1440,no_answer,7.82,2025-04-29T07:47:00,29/04/25
C0440,A018,O1,L1600,failed,4.47,2025-04-29T22:52:00,29/04/25
C0441,A018,O1,L1073,no_answer,0.66,2025-04-29T01:26:00,29/04/25
C0442,A018,O1,L1460,connected,1.27,2025-04-29T10:58:00,29/04/25
C0443,A018,O1,L1038,failed,9.21,2025-04-29T21:05:00,29/04/25
C0444,A018,O1,L1316,no_answer,0.31,2025-04-29T06:37:00,29/04/25
C0445,A018,O1,L1626,completed,2.74,2025-04-29T02:14:00,29/04/25
C0446,A018,O1,L1326,connected,5.9,2025-04-29T15:55:00,29/04/25
C0447,A018,O1,L1867,completed,6.78,2025-04-29T14:42:00,29/04/25
C0448,A018,O1,L1371,failed,10.12,2025-04-29T02:30:00,29/04/25
C0449,A018,O1,L1230,failed,10.62,2025-04-29T09:51:00,29/04/25
C0450,A018,O1,L1294,completed,1.36,2025-04-29T19:34:00,29/04/25
C0451,A018,O1,L1917,no_answer,14.8,2025-04-29T11:46:00,29/04/25
C0452,A018,O1,L1168,failed,13.38,2025-04-29T17:45:00,29/04/25
C0453,A019,O1,L1602,connected,1.07,2025-04-29T00:14:00,29/04/25
C0454,A019,O1,L1248,no_answer,4.64,2025-04-29T13:53:00,29/04/25
C0455,A019,O1,L1085,no_answer,2.88,2025-04-29T04:37:00,29/04/25
C0456,A019,O1,L1104,failed,7.71,2025-04-29T23:21:00,29/04/25
C0457,A019,O1,L1484,failed,0.65,2025-04-29T14:31:00,29/04/25
C0458,A019,O1,L1624,completed,9.52,2025-04-29T07:05:00,29/04/25
C0459,A019,O1,L1435,completed,2.88,2025-04-29T18:35:00,29/04/25
C0460,A019,O1,L1449,completed,10.2,2025-04-29T15:59:00,29/04/25
C0461,A019,O1,L1783,failed,2.7,2025-04-29T19:40:00,29/04/25
C0462,A019,O1,L1654,no_answer,11.22,2025-04-29T23:33:00,29/04/25
C0463,A019,O1,L1588,failed,9.9,2025-04-29T23:52:00,29/04/25
C0464,A019,O1,L1749,connected,14.6,2025-04-29T03:04:00,29/04/25
C0465,A019,O1,L1016,connected,12.78,2025-04-29T09:03:00,29/04/25
C0466,A019,O1,L1904,completed,5.14,2025-04-29T05:18:00,29/04/25
C0467,A019,O1,L1587,no_answer,5.47,2025-04-29T21:51:00,29/04/25
C0468,A019,O1,L1697,failed,10.92,2025-04-29T21:24:00,29/04/25
C0469,A019,O1,L1191,completed,12.86,2025-04-29T17:52:00,29/04/25
C0470,A019,O1,L1175,failed,6.49,2025-04-29T19:14:00,29/04/25
C0471,A019,O1,L1666,connected,11.34,2025-04-29T19:31:00,29/04/25
C0472,A019,O1,L1194,connected,4.86,2025-04-29T17:00:00,29/04/25
C0473,A019,O1,L1174,no_answer,2.23,2025-04-29T05:02:00,29/04/25
C0474,A019,O1,L1547,completed,8.42,2025-04-29T05:58:00,29/04/25
C0475,A019,O1,L1179,no_answer,1.87,2025-04-29T14:35:00,29/04/25
C0476,A019,O1,L1267,failed,14.44,2025-04-29T23:38:00,29/04/25
C0477,A019,O1,L1063,connected,0.74,2025-04-29T19:32:00,29/04/25
C0478,A019,O1,L1572,no_answer,8.35,2025-04-29T22:57:00,29/04/25
C0479,A019,O1,L1591,failed,2.9,2025-04-29T08:05:00,29/04/25
C0480,A020,O2,L1826,completed,5.68,2025-04-29T15:40:00,29/04/25
C0481,A020,O2,L1118,no_answer,1.05,2025-04-29T19:40:00,29/04/25
C0482,A020,O2,L1815,completed,6.32,2025-04-29T11:51:00,29/04/25
C0483,A020,O2,L1344,completed,5.52,2025-04-29T16:52:00,29/04/25
C0484,A020,O2,L1794,no_answer,10.95,2025-04-29T15:22:00,29/04/25
C0485,A020,O2,L1051,failed,6.48,2025-04-29T08:18:00,29/04/25
C0486,A020,O2,L1301,no_answer,14.85,2025-04-29T17:15:00,29/04/25
C0487,A020,O2,L1101,completed,2.19,2025-04-29T22:20:00,29/04/25
C0488,A020,O2,L1623,failed,7.57,2025-04-29T00:59:00,29/04/25
C0489,A020,O2,L1393,no_answer,6.64,2025-04-29T19:48:00,29/04/25
C0490,A020,O2,L1513,connected,0.48,2025-04-29T02:06:00,29/04/25
C0491,A020,O2,L1808,failed,2.68,2025-04-29T02:14:00,29/04/25
C0492,A020,O2,L1317,no_answer,10.75,2025-04-29T21:57:00,29/04/25
C0493,A020,O2,L1738,no_answer,3.79,2025-04-29T01:29:00,29/04/25
C0494,A020,O2,L1770,no_answer,11.39,2025-04-29T07:59:00,29/04/25
C0495,A020,O2,L1893,failed,0.71,2025-04-29T01:46:00,29/04/25
C0496,A020,O2,L1433,completed,9.56,2025-04-29T09:50:00,29/04/25
C0497,A020,O2,L1016,connected,9.43,2025-04-29T04:54:00,29/04/25
C0498,A020,O2,L1281,completed,1.6,2025-04-29T02:33:00,29/04/25
C0499,A020,O2,L1131,completed,11.89,2025-04-29T13:26:00,29/04/25
C0500,A020,O2,L1166,no_answer,8.29,2025-04-29T21:02:00,29/04/25
